Actual_1,Actual_2,Actual_3,Actual_4,Actual_5,Predicted_1,Predicted_2,Predicted_3,Predicted_4,Predicted_5
4.252,5.585,28.935,12.071,16.865,4.66825675061185,4.84161415954585,27.4899289454579,11.6129544368004,15.6131360297388
4.442,5.664,26.886,10.423,16.462,4.81388402012235,4.82663682406275,27.3035140387693,11.508356167363,15.7879674826599
5.428,6.928,29.213,14.856,14.356,4.8281092444422,4.82284080926243,27.3101204668854,11.5047784600939,15.8089870864322
4.317,5.309,24.604,10.612,13.992,4.03571915479849,5.01380406000971,25.4042740739888,10.736007693304,14.2120421977555
5.061,6.529,29.292,13.338,15.954,4.91568475078693,4.80246631081773,27.0231164927935,11.4577867403218,15.898613984409
4.047,5.047,23.099,9.117,13.982,4.09858431612477,5.56859692974997,23.3374587079623,9.98322912146333,13.9314793972644
4.372,5.399,23.959,12.019,11.94,4.09530112929597,5.47688465740508,26.0132986854363,11.712284259521,14.6930047434907
4.681,5.705,23.789,10.131,13.658,4.34876680916812,5.70933227712212,23.8814419124782,10.1561830175163,14.3692854929594
4.706,6.136,27.858,11.558,16.3,4.78227258399506,4.83718878659082,27.2702567351515,11.509241315913,15.7380389630373
5.077,6.45,29.005,12.618,16.388,4.82211666816146,4.82519496105828,27.2999622189604,11.503808348136,15.7989147632541
4.506,5.695,25.707,9.887,15.82,3.97837086697514,5.22418351766988,25.179929593706,10.5727032493921,14.0539561297949
4.761,5.803,25.066,10.824,14.242,3.98959061813033,5.04771218060895,25.5680465778411,10.8002422938259,14.1837729861871
5.561,6.807,28.956,13.056,15.9,4.84992813580734,4.87937792077444,26.458127182218,11.3424402239794,15.7152833278859
4.864,6.344,27.857,11.205,16.651,3.96496461551687,5.61593293605761,25.7470190140811,11.6000980498176,14.451027589942
6.48,8.296,35.502,18.892,16.61,4.80692198743998,5.07635343116574,33.6835761992713,13.0756467281935,17.2177796274495
3.936,4.971,22.736,9.606,13.13,4.0874766065232,5.87908088518402,24.454193097647,11.2539358156705,14.5054987316276
4.278,5.611,27.583,15.535,12.048,4.50745809646923,4.862808081156,27.6730941959035,11.7160389610355,15.4169364011727
5.007,6.013,25.309,11.77,13.539,4.81293801351454,4.83300004976474,27.2427030876688,11.4889467587031,15.7766552821499
4.389,5.409,24.965,10.593,14.372,4.09805213994615,5.11934318653445,24.6748249433934,10.4628663045573,14.1635110627366
5.177,6.337,26.83,10.833,15.997,3.91171076657886,5.17200610512186,25.5522521317241,10.7658493168504,14.0725779869377
4.746,5.719,25.865,10.565,15.3,4.19481706031682,5.80171966829039,25.1442234006499,11.5041374533437,14.8505280600771
5.274,6.357,27.608,11.603,16.004,4.79646494545163,5.08731474794502,33.5887501664183,13.0801506715749,17.1970601767316
5.428,6.928,29.213,14.856,14.356,4.87931118083281,5.7930034964605,27.571443055589,12.7529691545852,14.5717628523909
4.317,5.309,24.604,10.612,13.992,5.56522348649869,5.95369543137154,24.7046554576601,10.7150192646211,13.0053862784565
4.489,5.518,25.57,10.429,14.141,5.15307710744049,5.79844052425839,26.0556632843151,10.2390310951939,14.7810387772809
5.061,6.529,29.292,13.338,15.954,4.35120253800784,6.35157605780571,29.442233962397,14.1967825880935,15.2263367645942
4.047,5.047,23.099,9.117,13.982,6.19447828693359,6.67438472396867,22.1986795400611,14.0452969629858,10.5500549111008
4.372,5.399,23.959,12.019,11.94,6.16975211965163,6.6483833340535,22.3022094034896,13.9403425525987,10.628656048394
4.296,5.735,27.909,14.507,13.402,5.25802699549732,5.47998403694245,26.0926425996384,11.4681198060322,14.2269330196752
4.706,6.136,27.858,11.558,16.3,5.11541830626853,5.54479523902782,26.708606894123,11.7703811265623,14.3143066772825
5.077,6.45,29.005,12.618,16.388,5.11878916480543,5.53059690189221,26.700685255022,11.6931183939466,14.3170930658728
4.506,5.695,25.707,9.887,15.82,5.424374548942,5.71323029297839,25.125301409417,10.456731741334,14.0532889838416
4.761,5.803,25.066,10.824,14.242,5.25688333775242,5.47813426675491,26.1077590646939,11.4849399737853,14.210326182402
5.561,6.807,28.956,13.056,15.9,5.11750419522522,5.54075383405954,26.7027289137064,11.7563690003309,14.3113121854336
4.742,5.915,26.665,12.601,14.064,5.56415415090057,5.80299712305882,24.6085210426611,10.9224585944088,13.5302662764516
6.48,8.296,35.502,18.892,16.61,4.31045075471098,6.31378720288456,29.9233667025578,16.1931028027156,14.7960364779148
3.936,4.971,22.736,9.606,13.13,5.32942201255274,5.40483711333754,25.869962276591,11.0780821521564,14.0582621546053
4.278,5.611,27.583,15.535,12.048,5.12668860541005,5.52829522488411,26.6697617200097,11.6925782777584,14.3036938310357
5.007,6.013,25.309,11.77,13.539,5.1324105227264,5.51503198445412,26.6514642172185,11.6210419621999,14.3024022224138
4.133,5.202,24.117,11.084,13.033,5.32685980475146,5.6692673829086,25.4541852523931,10.8206054284701,14.4961226168712
4.389,5.409,24.965,10.593,14.372,5.28944343204272,5.43273604187408,26.0489950621388,11.3917893281792,14.0643242403302
5.177,6.337,26.83,10.833,15.997,5.26538401871087,5.35821173500132,26.1771373235657,10.804614564208,14.14745117375
